Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Number of Investors,Number of Partner Investors
Venture Round - Bharat Light and Power Group,https://www.crunchbase.com/funding_round/bharat-light-and-power-group-private-limited-series-unknown--be5bfb57,Bharat Light and Power Group,https://www.crunchbase.com/organization/bharat-light-and-power-group-private-limited,Venture - Series Unknown,"$9,250,000","Oct 23, 2012",,,Yes,1,1
Seed Round - FundersClub,https://www.crunchbase.com/funding_round/fundersclub-seed--005a1490,FundersClub,https://www.crunchbase.com/organization/fundersclub,Seed,"$6,500,000","Oct 19, 2012",Seed,,Yes,27,3
Venture Round - D-Wave Systems,https://www.crunchbase.com/funding_round/d-wave-systems-series-unknown--95bdce52,D-Wave Systems,https://www.crunchbase.com/organization/d-wave-systems,Venture - Series Unknown,"$30,000,000","Oct 4, 2012",,,Yes,11,5
Series A - Thuuz Sports,https://www.crunchbase.com/funding_round/thuuz-series-a--b56e16dc,Thuuz Sports,https://www.crunchbase.com/organization/thuuz,Series A,"$4,200,000","Sep 25, 2012",Early Stage Venture,,Yes,3,
Series D - Raydiance,https://www.crunchbase.com/funding_round/raydiance-series-d--a167968c,Raydiance,https://www.crunchbase.com/organization/raydiance,Series D,"$20,000,000","Aug 15, 2012",Late Stage Venture,,Yes,2,2
Seed Round - Karma,https://www.crunchbase.com/funding_round/karma-2-seed--2fd3f357,Karma,https://www.crunchbase.com/organization/karma-2,Seed,"$1,200,000","Aug 15, 2012",Seed,,Yes,13,1
Series E - Box,https://www.crunchbase.com/funding_round/box-series-e--82c54ce7,Box,https://www.crunchbase.com/organization/box,Series E,"$125,000,000","Jul 31, 2012",Late Stage Venture,"$1,075,000,000",Yes,7,9
Series C - Rethink Robotics,https://www.crunchbase.com/funding_round/rethink-robotics-series-c--80de6114,Rethink Robotics,https://www.crunchbase.com/organization/rethink-robotics,Series C,"$30,000,000","Jun 19, 2012",Late Stage Venture,,Yes,5,4
Series D - Komli Media,https://www.crunchbase.com/funding_round/komli-media-series-d--fadb40cc,Komli Media,https://www.crunchbase.com/organization/komli-media,Series D,"$39,000,000","Jun 12, 2012",Late Stage Venture,,Yes,5,2
Series A - Lemon,https://www.crunchbase.com/funding_round/lemon-series-a--afa868b9,Lemon,https://www.crunchbase.com/organization/lemon,Series A,"$8,000,000","Jun 12, 2012",Early Stage Venture,,Yes,5,2
Series D - PubMatic,https://www.crunchbase.com/funding_round/pubmatic-series-d--35353560,PubMatic,https://www.crunchbase.com/organization/pubmatic,Series D,"$32,000,000","Jun 6, 2012",Late Stage Venture,,Yes,5,4
Venture Round - BodyMedia,https://www.crunchbase.com/funding_round/bodymedia-series-unknown--f960f984,BodyMedia,https://www.crunchbase.com/organization/bodymedia,Venture - Series Unknown,"$12,000,000","May 23, 2012",,,Yes,5,1
Series D - Altobeam,https://www.crunchbase.com/funding_round/altobeam-series-d--fe7d9e1c,Altobeam,https://www.crunchbase.com/organization/altobeam,Series D,"$6,000,000","May 14, 2012",Late Stage Venture,,Yes,5,2
Venture Round - EdeniQ,https://www.crunchbase.com/funding_round/edeniq-series-unknown--78973e6d,EdeniQ,https://www.crunchbase.com/organization/edeniq,Venture - Series Unknown,"$32,000,000","May 9, 2012",,,Yes,10,5
Series E - RichRelevance,https://www.crunchbase.com/funding_round/richrelevance-series-e--d6a84023,RichRelevance,https://www.crunchbase.com/organization/richrelevance,Series E,"$20,000,000","May 1, 2012",Late Stage Venture,,Yes,6,3
Series B - Chartbeat,https://www.crunchbase.com/funding_round/chartbeat-series-b--33fdc8af,Chartbeat,https://www.crunchbase.com/organization/chartbeat,Series B,"$9,500,000","Apr 16, 2012",Early Stage Venture,,Yes,2,2
Venture Round - SugarCRM,https://www.crunchbase.com/funding_round/sugarcrm-series-unknown--24c56603,SugarCRM,https://www.crunchbase.com/organization/sugarcrm,Venture - Series Unknown,"$33,000,000","Apr 4, 2012",,,Yes,5,2
Seed Round - Eve Biomedical,https://www.crunchbase.com/funding_round/eve-biomedical-seed--556e7c54,Eve Biomedical,https://www.crunchbase.com/organization/eve-biomedical,Seed,"$1,666,700","Apr 1, 2012",Seed,,Yes,1,1
Venture Round - WaterSmart Software,https://www.crunchbase.com/funding_round/watersmart-software-series-unknown--096b9a00,WaterSmart Software,https://www.crunchbase.com/organization/watersmart-software,Venture - Series Unknown,"$950,000","Apr 1, 2012",,,Yes,3,
Venture Round - Direct Flow Medical,https://www.crunchbase.com/funding_round/direct-flow-medical-series-unknown--2679be1e,Direct Flow Medical,https://www.crunchbase.com/organization/direct-flow-medical,Venture - Series Unknown,"$284,000","Apr 1, 2012",,,Yes,8,6
Series C - Chef,https://www.crunchbase.com/funding_round/chef-series-c--b2cda5cb,Chef,https://www.crunchbase.com/organization/chef,Series C,"$19,500,000","Mar 25, 2012",Late Stage Venture,,Yes,4,5
Venture Round - SportPursuit,https://www.crunchbase.com/funding_round/sportpursuit-series-unknown--20c4b472,SportPursuit,https://www.crunchbase.com/organization/sportpursuit,Venture - Series Unknown,"$1,199,897","Mar 19, 2012",,,Yes,1,
Venture Round - Special Network Services,https://www.crunchbase.com/funding_round/special-network-services-series-unknown--f94df1ca,Special Network Services,https://www.crunchbase.com/organization/special-network-services,Venture - Series Unknown,"£2,041,867","Mar 14, 2012",,,Yes,1,
Series D - Intematix,https://www.crunchbase.com/funding_round/intematix-series-d--b4f510dd,Intematix,https://www.crunchbase.com/organization/intematix,Series D,"$16,200,000","Mar 13, 2012",Late Stage Venture,,Yes,2,
Series A - GameSalad,https://www.crunchbase.com/funding_round/gamesalad-series-a--1cb79897,GameSalad,https://www.crunchbase.com/organization/gamesalad,Series A,,"Mar 9, 2012",Early Stage Venture,,Yes,6,2
Venture Round - Jing-Jin Electric Technologies,https://www.crunchbase.com/funding_round/jing-jin-electric-technologies-series-unknown--2580a7e8,Jing-Jin Electric Technologies,https://www.crunchbase.com/organization/jing-jin-electric-technologies,Venture - Series Unknown,"$43,750","Mar 9, 2012",,,Yes,1,
Venture Round - Pentalum Technologies,https://www.crunchbase.com/funding_round/pentalum-technologies-series-unknown--067a41d8,Pentalum Technologies,https://www.crunchbase.com/organization/pentalum-technologies,Venture - Series Unknown,"$500,000","Mar 7, 2012",,,Yes,1,
Series B - The Clymb,https://www.crunchbase.com/funding_round/the-clymb-series-b--069a5536,The Clymb,https://www.crunchbase.com/organization/the-clymb,Series B,"$7,000,000","Mar 1, 2012",Early Stage Venture,,Yes,1,
Series D - SugarSync,https://www.crunchbase.com/funding_round/sugarsync-series-d--3f055de7,SugarSync,https://www.crunchbase.com/organization/sugarsync,Series D,"$15,000,000","Feb 29, 2012",Late Stage Venture,,Yes,3,1
Series A - Aveillant,https://www.crunchbase.com/funding_round/aveillant-series-a--6a187994,Aveillant,https://www.crunchbase.com/organization/aveillant,Series A,"£1,000,000","Feb 27, 2012",Early Stage Venture,,Yes,1,
Venture Round - RedKite Financial Markets,https://www.crunchbase.com/funding_round/redkite-financial-markets-series-unknown--96cc7017,RedKite Financial Markets,https://www.crunchbase.com/organization/redkite-financial-markets,Venture - Series Unknown,,"Feb 14, 2012",,,Yes,1,
Series D - Solar Junction,https://www.crunchbase.com/funding_round/solar-junction-series-d--4bae76d6,Solar Junction,https://www.crunchbase.com/organization/solar-junction,Series D,"$19,200,000","Feb 13, 2012",Late Stage Venture,,Yes,4,2
Venture Round - Redux,https://www.crunchbase.com/funding_round/redux-series-unknown--228776d8,Redux,https://www.crunchbase.com/organization/redux,Venture - Series Unknown,"$960,454","Feb 9, 2012",,,Yes,1,1
Venture Round - Flywheel,https://www.crunchbase.com/funding_round/scienergy-series-unknown--19bd7a32,Flywheel,https://www.crunchbase.com/organization/scienergy,Venture - Series Unknown,"$8,000,000","Feb 8, 2012",,,Yes,2,3
Venture Round - Vital Therapies,https://www.crunchbase.com/funding_round/vital-therapies-series-unknown--05ecdd58,Vital Therapies,https://www.crunchbase.com/organization/vital-therapies,Venture - Series Unknown,"$4,347,018","Feb 2, 2012",,,Yes,1,
Series C - TrialPay,https://www.crunchbase.com/funding_round/trialpay-series-c--3cd4dd81,TrialPay,https://www.crunchbase.com/organization/trialpay,Series C,"$40,000,000","Jan 31, 2012",Late Stage Venture,,Yes,9,4
Venture Round - EverSpin Technologies,https://www.crunchbase.com/funding_round/everspin-technologies-series-unknown--e62d539a,EverSpin Technologies,https://www.crunchbase.com/organization/everspin-technologies,Venture - Series Unknown,"$1,770,492","Jan 30, 2012",,,Yes,1,1
Venture Round - Oasys Water,https://www.crunchbase.com/funding_round/oasys-water-series-unknown--d512ac18,Oasys Water,https://www.crunchbase.com/organization/oasys-water,Venture - Series Unknown,"$3,000,000","Jan 26, 2012",,,Yes,1,1
Seed Round - Verbling,https://www.crunchbase.com/funding_round/verbling-seed--b2b28aa5,Verbling,https://www.crunchbase.com/organization/verbling,Seed,"$1,000,000","Jan 26, 2012",Seed,,Yes,8,
Venture Round - Agradis,https://www.crunchbase.com/funding_round/agradis-series-unknown--b7b41565,Agradis,https://www.crunchbase.com/organization/agradis,Venture - Series Unknown,"$4,000,000","Jan 18, 2012",,,Yes,1,
Funding Round - Strike New Media Limited,https://www.crunchbase.com/funding_round/strike-new-media-limited-undisclosed--89d735a5,Strike New Media Limited,https://www.crunchbase.com/organization/strike-new-media-limited,Funding Round,"£1,800,000","Jan 11, 2012",,,Yes,1,
Venture Round - ooma,https://www.crunchbase.com/funding_round/ooma-series-unknown--39b1ce23,ooma,https://www.crunchbase.com/organization/ooma,Venture - Series Unknown,"$17,300,000","Jan 9, 2012",,,Yes,2,2
Venture Round - Maidou International,https://www.crunchbase.com/funding_round/maidou-international-series-unknown--d2f02416,Maidou International,https://www.crunchbase.com/organization/maidou-international,Venture - Series Unknown,"$3,500,000","Jan 6, 2012",,,Yes,1,
Venture Round - Shanghai Dajun Technologies,https://www.crunchbase.com/funding_round/shanghai-dajun-technologies-series-unknown--5f863535,Shanghai Dajun Technologies,https://www.crunchbase.com/organization/shanghai-dajun-technologies,Venture - Series Unknown,"$20,000,000","Jan 6, 2012",,,Yes,1,
Venture Round - Flywheel,https://www.crunchbase.com/funding_round/scienergy-series-unknown--bd2705b7,Flywheel,https://www.crunchbase.com/organization/scienergy,Venture - Series Unknown,"$8,000,000","Jan 1, 2012",,,Yes,2,3
Series C - Miartech (Shanghai),https://www.crunchbase.com/funding_round/miartech-shanghai-series-c--42a8f744,Miartech (Shanghai),https://www.crunchbase.com/organization/miartech-shanghai,Series C,"$7,800,000","Jan 1, 2012",Late Stage Venture,,Yes,2,
Venture Round - BinOptics,https://www.crunchbase.com/funding_round/binoptics-series-unknown--16fc4e50,BinOptics,https://www.crunchbase.com/organization/binoptics,Venture - Series Unknown,"$13,300,000","Dec 15, 2011",,,Yes,9,3
Series D - NanoString Technologies,https://www.crunchbase.com/funding_round/nanostring-technologies-series-d--fd70f229,NanoString Technologies,https://www.crunchbase.com/organization/nanostring-technologies,Series D,"$20,000,000","Nov 7, 2011",Late Stage Venture,,Yes,6,3
Seed Round - Clipboard,https://www.crunchbase.com/funding_round/clipboard-seed--171d9e78,Clipboard,https://www.crunchbase.com/organization/clipboard,Seed,,"Nov 7, 2011",Seed,,Yes,14,2
Venture Round - 4INFO,https://www.crunchbase.com/funding_round/4info-series-unknown--acf61138,4INFO,https://www.crunchbase.com/organization/4info,Venture - Series Unknown,"$14,000,000","Oct 27, 2011",,,Yes,5,2
Series E - Redfin,https://www.crunchbase.com/funding_round/redfin-series-e--8971121c,Redfin,https://www.crunchbase.com/organization/redfin,Series E,"$14,800,000","Oct 27, 2011",Late Stage Venture,,Yes,6,6
Venture Round - Prudent Energy,https://www.crunchbase.com/funding_round/prudent-energy-series-unknown--6dcd39f9,Prudent Energy,https://www.crunchbase.com/organization/prudent-energy,Venture - Series Unknown,"$29,500,000","Oct 12, 2011",,,Yes,6,1
Series B - Enlighted,https://www.crunchbase.com/funding_round/enlighted-series-b--2b6dff9a,Enlighted,https://www.crunchbase.com/organization/enlighted,Series B,"$14,000,000","Oct 4, 2011",Early Stage Venture,,Yes,3,1
Series A - Banyan Branch,https://www.crunchbase.com/funding_round/banyan-branch-series-a--aaa11110,Banyan Branch,https://www.crunchbase.com/organization/banyan-branch,Series A,"$1,700,000","Oct 3, 2011",Early Stage Venture,,Yes,8,2
Series A - Telly,https://www.crunchbase.com/funding_round/twitvid-series-a--a652b933,Telly,https://www.crunchbase.com/organization/twitvid,Series A,"$6,500,000","Sep 29, 2011",Early Stage Venture,,Yes,3,3
Series B - Power Assure,https://www.crunchbase.com/funding_round/power-assure-series-b--e45009b7,Power Assure,https://www.crunchbase.com/organization/power-assure,Series B,"$13,500,000","Sep 26, 2011",Early Stage Venture,,Yes,5,4
Series A - RethinkDB,https://www.crunchbase.com/funding_round/rethinkdb-series-a--b0c54f27,RethinkDB,https://www.crunchbase.com/organization/rethinkdb,Series A,"$3,000,000","Sep 16, 2011",Early Stage Venture,,Yes,9,1
Seed Round - Gen9,https://www.crunchbase.com/funding_round/gen9-seed--5d03aa95,Gen9,https://www.crunchbase.com/organization/gen9,Seed,"$1,500,000","Sep 9, 2011",Seed,,Yes,1,
Series A - Retailigence,https://www.crunchbase.com/funding_round/retailigence-series-a--cbefa57c,Retailigence,https://www.crunchbase.com/organization/retailigence,Series A,"$2,600,000","Sep 1, 2011",Early Stage Venture,,Yes,7,1
Venture Round - Baike.com,https://www.crunchbase.com/funding_round/baike-com-series-unknown--786a7bed,Baike.com,https://www.crunchbase.com/organization/baike-com,Venture - Series Unknown,"$15,000,000","Aug 22, 2011",,,Yes,1,
Series A - Thumb,https://www.crunchbase.com/funding_round/opinionaided-series-a--306b05e3,Thumb,https://www.crunchbase.com/organization/opinionaided,Series A,"$4,300,000","Aug 15, 2011",Early Stage Venture,,Yes,4,1
Seed Round - Jildy,https://www.crunchbase.com/funding_round/jildy-seed--7654a080,Jildy,https://www.crunchbase.com/organization/jildy,Seed,"$650,000","Aug 1, 2011",Seed,,Yes,2,
Series B - Aegis Petroleum Technology,https://www.crunchbase.com/funding_round/aegis-series-b--d071f4aa,Aegis Petroleum Technology,https://www.crunchbase.com/organization/aegis,Series B,"$10,000,000","Aug 1, 2011",Early Stage Venture,,Yes,2,
Series D - Varolii,https://www.crunchbase.com/funding_round/varolii-series-d--ebb674de,Varolii,https://www.crunchbase.com/organization/varolii,Series D,"$8,000,000","Jul 26, 2011",Late Stage Venture,,Yes,4,4
Series B - Tango,https://www.crunchbase.com/funding_round/tango-2-series-b--71a2dd10,Tango,https://www.crunchbase.com/organization/tango-2,Series B,"$42,000,000","Jul 20, 2011",Early Stage Venture,,Yes,5,3
Series F - SolarCity,https://www.crunchbase.com/funding_round/solarcity-series-f--084bc307,SolarCity,https://www.crunchbase.com/organization/solarcity,Series F,"$20,000,000","Jul 1, 2011",Late Stage Venture,,Yes,5,5
Series D - Ping Identity Corporation,https://www.crunchbase.com/funding_round/ping-identity-corporation-series-d--67ecdbe0,Ping Identity Corporation,https://www.crunchbase.com/organization/ping-identity-corporation,Series D,"$21,000,000","Jun 21, 2011",Late Stage Venture,,Yes,6,2
Series E - Prosper,https://www.crunchbase.com/funding_round/prosper-series-e--bb131be3,Prosper,https://www.crunchbase.com/organization/prosper,Series E,"$17,200,000","Jun 7, 2011",Late Stage Venture,,Yes,7,4
Venture Round - BrightVolt,https://www.crunchbase.com/funding_round/solicore-series-unknown--339e2c25,BrightVolt,https://www.crunchbase.com/organization/solicore,Venture - Series Unknown,"$9,024,543","May 27, 2011",,,Yes,4,1
Series A - EverythingMe,https://www.crunchbase.com/funding_round/everything-me-series-a--9afee516,EverythingMe,https://www.crunchbase.com/organization/everything-me,Series A,"$7,000,000","May 23, 2011",Early Stage Venture,,Yes,3,2
Series A - Jibe,https://www.crunchbase.com/funding_round/jibe-series-a--9547617c,Jibe,https://www.crunchbase.com/organization/jibe,Series A,"$6,000,000","May 19, 2011",Early Stage Venture,,Yes,6,3
Seed Round - WaterSmart Software,https://www.crunchbase.com/funding_round/watersmart-software-seed--71705606,WaterSmart Software,https://www.crunchbase.com/organization/watersmart-software,Seed,"$900,000","May 16, 2011",Seed,,Yes,4,
Series E - Gilt Groupe,https://www.crunchbase.com/funding_round/gilt-groupe-series-e--16ac7d35,Gilt Groupe,https://www.crunchbase.com/organization/gilt-groupe,Series E,"$138,000,000","May 8, 2011",Late Stage Venture,"$862,000,000",Yes,10,4
Venture Round - NinthDecimal,https://www.crunchbase.com/funding_round/ninthdecimal-series-unknown--d1a6467c,NinthDecimal,https://www.crunchbase.com/organization/ninthdecimal,Venture - Series Unknown,"$20,000,000","May 6, 2011",,,Yes,5,3
Angel Round - Signature,https://www.crunchbase.com/funding_round/signature-angel--436ea177,Signature,https://www.crunchbase.com/organization/signature,Angel,"$1,100,000","May 1, 2011",Seed,,Yes,5,
Series E - Alert Logic,https://www.crunchbase.com/funding_round/alert-logic-series-e--a4d84474,Alert Logic,https://www.crunchbase.com/organization/alert-logic,Series E,"$12,600,000","Apr 11, 2011",Late Stage Venture,,Yes,5,2
Series A - Kaiima,https://www.crunchbase.com/funding_round/kaiima-series-a--c89d9fa8,Kaiima,https://www.crunchbase.com/organization/kaiima,Series A,"$18,000,000","Apr 5, 2011",Early Stage Venture,,Yes,3,3
Series C - AdXpose,https://www.crunchbase.com/funding_round/adxpose-series-c--9002b4e6,AdXpose,https://www.crunchbase.com/organization/adxpose,Series C,"$3,000,000","Apr 4, 2011",Late Stage Venture,,Yes,1,1
"Series A - Zettaset, Inc.",https://www.crunchbase.com/funding_round/goto-metrics-series-a--53f519ca,"Zettaset, Inc.",https://www.crunchbase.com/organization/goto-metrics,Series A,"$3,000,000","Apr 1, 2011",Early Stage Venture,,Yes,2,2
Series E - BrightSource Energy,https://www.crunchbase.com/funding_round/brightsource-energy-series-e--c0bb1bc5,BrightSource Energy,https://www.crunchbase.com/organization/brightsource-energy,Series E,"$201,000,000","Mar 31, 2011",Late Stage Venture,,Yes,6,1
Venture Round - Posit Science,https://www.crunchbase.com/funding_round/posit-science-series-unknown--7c6f4859,Posit Science,https://www.crunchbase.com/organization/posit-science,Venture - Series Unknown,"$3,090,000","Mar 31, 2011",,,Yes,2,2
Series B - Z2,https://www.crunchbase.com/funding_round/z2-series-b--d8d10290,Z2,https://www.crunchbase.com/organization/z2,Series B,"$2,499,999","Mar 30, 2011",Early Stage Venture,,Yes,2,2
Series A - GameSalad,https://www.crunchbase.com/funding_round/gamesalad-series-a--5926679e,GameSalad,https://www.crunchbase.com/organization/gamesalad,Series A,"$6,100,000","Mar 9, 2011",Early Stage Venture,,Yes,13,4
Angel Round - Thumb,https://www.crunchbase.com/funding_round/opinionaided-angel--0349eddf,Thumb,https://www.crunchbase.com/organization/opinionaided,Angel,"$1,200,000","Mar 2, 2011",Seed,,Yes,9,4
Series D - Box,https://www.crunchbase.com/funding_round/box-series-d--17ed861e,Box,https://www.crunchbase.com/organization/box,Series D,"$48,000,000","Feb 24, 2011",Late Stage Venture,,Yes,6,8
Series D - Meebo,https://www.crunchbase.com/funding_round/meebo-series-d--b5680f6c,Meebo,https://www.crunchbase.com/organization/meebo,Series D,"$27,500,000","Dec 20, 2010",Late Stage Venture,,Yes,5,2
Series D - iYogi,https://www.crunchbase.com/funding_round/iyogi-series-d--6220face,iYogi,https://www.crunchbase.com/organization/iyogi,Series D,"$30,000,000","Dec 13, 2010",Late Stage Venture,,Yes,5,1
Series C - Flurry,https://www.crunchbase.com/funding_round/flurry-series-c--4d21cd23,Flurry,https://www.crunchbase.com/organization/flurry,Series C,"$15,000,000","Dec 8, 2010",Late Stage Venture,,Yes,5,5
Series A - Pentalum Technologies,https://www.crunchbase.com/funding_round/pentalum-technologies-series-a--1a787b05,Pentalum Technologies,https://www.crunchbase.com/organization/pentalum-technologies,Series A,,"Nov 17, 2010",Early Stage Venture,,Yes,6,2
Seed Round - Retailigence,https://www.crunchbase.com/funding_round/retailigence-seed--1e057985,Retailigence,https://www.crunchbase.com/organization/retailigence,Seed,"$1,500,000","Nov 12, 2010",Seed,,Yes,10,2
Series C - Superfish,https://www.crunchbase.com/funding_round/superfish-series-c--553fc159,Superfish,https://www.crunchbase.com/organization/superfish,Series C,"$4,000,000","Nov 11, 2010",Late Stage Venture,,Yes,4,1
Series C - MyShape,https://www.crunchbase.com/funding_round/myshape-series-c--1edbeb0f,MyShape,https://www.crunchbase.com/organization/myshape,Series C,"$5,500,000","Nov 10, 2010",Late Stage Venture,,Yes,3,
Series C - SpaceX,https://www.crunchbase.com/funding_round/space-exploration-technologies-series-c--db0fdef8,SpaceX,https://www.crunchbase.com/organization/space-exploration-technologies,Series C,"$50,000,000","Nov 8, 2010",Late Stage Venture,,Yes,4,4
Series B - ICIX,https://www.crunchbase.com/funding_round/icix-international-series-b--06c3215a,ICIX,https://www.crunchbase.com/organization/icix-international,Series B,"$6,000,000","Oct 26, 2010",Early Stage Venture,,Yes,2,2
Series B - Glycos Biotechnologies,https://www.crunchbase.com/funding_round/glycos-biotechnologies-series-b--0c72292e,Glycos Biotechnologies,https://www.crunchbase.com/organization/glycos-biotechnologies,Series B,"$4,220,000","Oct 20, 2010",Early Stage Venture,"$33,360,000",Yes,5,2
Series B - Redux,https://www.crunchbase.com/funding_round/redux-series-b--3c157858,Redux,https://www.crunchbase.com/organization/redux,Series B,"$1,000,000","Sep 28, 2010",Early Stage Venture,,Yes,2,2
