Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Announced Date,Funding Stage,Pre-Money Valuation,Equity Only Funding,Number of Investors,Number of Partner Investors
Seed Round - VoltStorage,https://www.crunchbase.com/funding_round/volt-storage-seed--a000fbc7,VoltStorage,https://www.crunchbase.com/organization/volt-storage,Seed,,"Feb 14, 2017",Seed,,Yes,2,2
Seed Round - Unsupervised AI,https://www.crunchbase.com/funding_round/unsupervised-ai-seed--e5d6a715,Unsupervised AI,https://www.crunchbase.com/organization/unsupervised-ai,Seed,,"Feb 13, 2017",Seed,,Yes,2,2
Seed Round - Nura,https://www.crunchbase.com/funding_round/nura-3-seed--cfa0f7e7,Nura,https://www.crunchbase.com/organization/nura-3,Seed,"$4,600,000","Feb 13, 2017",Seed,,Yes,4,2
Series A - Looking Glass,https://www.crunchbase.com/funding_round/looking-glass-series-a--0612af29,Looking Glass,https://www.crunchbase.com/organization/looking-glass,Series A,,"Feb 11, 2017",Early Stage Venture,,Yes,4,3
"Convertible Note - Backbone Labs, Inc.",https://www.crunchbase.com/funding_round/backbone-labs-inc-convertible-note--1d269da8,"Backbone Labs, Inc.",https://www.crunchbase.com/organization/backbone-labs-inc,Convertible Note,,"Feb 7, 2017",,,No,2,1
Angel Round - BoosterAgro,https://www.crunchbase.com/funding_round/booster-3-angel--0841d40c,BoosterAgro,https://www.crunchbase.com/organization/booster-3,Angel,"$305,000","Feb 7, 2017",Seed,,Yes,3,1
Seed Round - Petronics,https://www.crunchbase.com/funding_round/petronics-seed--c0268c13,Petronics,https://www.crunchbase.com/organization/petronics,Seed,,"Feb 6, 2017",Seed,,Yes,4,1
Convertible Note - Pixl Toys,https://www.crunchbase.com/funding_round/pixl-toys-convertible-note--af88a434,Pixl Toys,https://www.crunchbase.com/organization/pixl-toys,Convertible Note,,"Feb 3, 2017",,,No,2,1
Seed Round - QLC,https://www.crunchbase.com/funding_round/qlc-io-seed--8b3af69b,QLC,https://www.crunchbase.com/organization/qlc-io,Seed,"$650,000","Feb 1, 2017",Seed,,Yes,5,
Seed Round - Teamosa,https://www.crunchbase.com/funding_round/teamosa-seed--ed4a640a,Teamosa,https://www.crunchbase.com/organization/teamosa,Seed,,"Feb 1, 2017",Seed,,Yes,2,2
Convertible Note - Hyasynth Bio,https://www.crunchbase.com/funding_round/hyasynth-bio-convertible-note--01ed4065,Hyasynth Bio,https://www.crunchbase.com/organization/hyasynth-bio,Convertible Note,,"Jan 31, 2017",,,No,1,1
Convertible Note - MicroSynbiotiX,https://www.crunchbase.com/funding_round/microsynbiotix-convertible-note--1abc712d,MicroSynbiotiX,https://www.crunchbase.com/organization/microsynbiotix,Convertible Note,,"Jan 30, 2017",,,No,2,1
Convertible Note - LiLoE Labs,https://www.crunchbase.com/funding_round/liloe-labs-convertible-note--2517496a,LiLoE Labs,https://www.crunchbase.com/organization/liloe-labs,Convertible Note,,"Jan 27, 2017",,,No,2,1
Seed Round - AllSome,https://www.crunchbase.com/funding_round/5688-global-limited-seed--5380c905,AllSome,https://www.crunchbase.com/organization/5688-global-limited,Seed,,"Jan 27, 2017",Seed,,Yes,2,1
Convertible Note - Fantasee,https://www.crunchbase.com/funding_round/fantasee-convertible-note--82d40e23,Fantasee,https://www.crunchbase.com/organization/fantasee,Convertible Note,,"Jan 23, 2017",,,No,2,1
Convertible Note - SAS JOY,https://www.crunchbase.com/funding_round/joy-2-convertible-note--3c49164e,SAS JOY,https://www.crunchbase.com/organization/joy-2,Convertible Note,"$1,000,000","Jan 23, 2017",,,No,2,2
Convertible Note - AR Devices,https://www.crunchbase.com/funding_round/ar-devices-convertible-note--21241661,AR Devices,https://www.crunchbase.com/organization/ar-devices,Convertible Note,,"Jan 23, 2017",,,No,2,1
Seed Round - Shaper,https://www.crunchbase.com/funding_round/shaper-seed--5f3b7aad,Shaper,https://www.crunchbase.com/organization/shaper,Seed,,"Jan 23, 2017",Seed,,Yes,1,1
Seed Round - Fantasee,https://www.crunchbase.com/funding_round/fantasee-seed--2d50ca83,Fantasee,https://www.crunchbase.com/organization/fantasee,Seed,,"Jan 23, 2017",Seed,,Yes,2,1
Seed Round - Lilu,https://www.crunchbase.com/funding_round/lilu-inc-seed--b9444325,Lilu,https://www.crunchbase.com/organization/lilu-inc,Seed,,"Jan 22, 2017",Seed,,Yes,2,2
Convertible Note - Lecker Labs Limited,https://www.crunchbase.com/funding_round/lecker-labs-convertible-note--0bfe5923,Lecker Labs Limited,https://www.crunchbase.com/organization/lecker-labs,Convertible Note,,"Jan 22, 2017",,,No,2,2
Seed Round - Miraculex,https://www.crunchbase.com/funding_round/miraculex-seed--7b5f59d7,Miraculex,https://www.crunchbase.com/organization/miraculex,Seed,,"Jan 20, 2017",Seed,,Yes,2,1
"Seed Round - Clever Robot Labs, Inc.",https://www.crunchbase.com/funding_round/clever-robot-labs-inc-seed--f111a8da,"Clever Robot Labs, Inc.",https://www.crunchbase.com/organization/clever-robot-labs-inc,Seed,,"Jan 20, 2017",Seed,,Yes,2,1
Seed Round - Intelligent Implants,https://www.crunchbase.com/funding_round/intelligent-implants-seed--1dd06732,Intelligent Implants,https://www.crunchbase.com/organization/intelligent-implants,Seed,,"Jan 19, 2017",Seed,,Yes,3,3
Convertible Note - Focure,https://www.crunchbase.com/funding_round/focure-convertible-note--63f6818b,Focure,https://www.crunchbase.com/organization/focure,Convertible Note,,"Jan 19, 2017",,,No,2,2
Convertible Note - All Beauty,https://www.crunchbase.com/funding_round/all-beauty-convertible-note--f6040b5f,All Beauty,https://www.crunchbase.com/organization/all-beauty,Convertible Note,,"Jan 18, 2017",,,No,2,2
Seed Round - Eng X Ltd,https://www.crunchbase.com/funding_round/eng-x-ltd-seed--4506e0e2,Eng X Ltd,https://www.crunchbase.com/organization/eng-x-ltd,Seed,,"Jan 17, 2017",Seed,,Yes,2,2
Seed Round - Wasteless,https://www.crunchbase.com/funding_round/wasteless-ltd-seed--95919a95,Wasteless,https://www.crunchbase.com/organization/wasteless-ltd,Seed,"$160,000","Jan 16, 2017",Seed,,Yes,3,2
Seed Round - RISE Products,https://www.crunchbase.com/funding_round/rise-products-seed--341eb9d9,RISE Products,https://www.crunchbase.com/organization/rise-products,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Seed Round - FoodieTrip,https://www.crunchbase.com/funding_round/foodietrip-seed--fbba1b92,FoodieTrip,https://www.crunchbase.com/organization/foodietrip,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Seed Round - FruitCubed,https://www.crunchbase.com/funding_round/fruitcubed-seed--547b9816,FruitCubed,https://www.crunchbase.com/organization/fruitcubed,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Seed Round - All Beauty,https://www.crunchbase.com/funding_round/all-beauty-seed--c200e2fe,All Beauty,https://www.crunchbase.com/organization/all-beauty,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Seed Round - Dollop Gourmet,https://www.crunchbase.com/funding_round/dollop-gourmet-seed--7cb41385,Dollop Gourmet,https://www.crunchbase.com/organization/dollop-gourmet,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Seed Round - LiveKuna,https://www.crunchbase.com/funding_round/livekuna-seed--2dd3fb20,LiveKuna,https://www.crunchbase.com/organization/livekuna,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Seed Round - Lecker Labs Limited,https://www.crunchbase.com/funding_round/lecker-labs-seed--62a0e5de,Lecker Labs Limited,https://www.crunchbase.com/organization/lecker-labs,Seed,"$50,000","Jan 16, 2017",Seed,,Yes,2,2
Convertible Note - Mindset,https://www.crunchbase.com/funding_round/mindset-2-convertible-note--0eb3b133,Mindset,https://www.crunchbase.com/organization/mindset-2,Convertible Note,,"Jan 15, 2017",,,No,1,2
Convertible Note - Mfoto,https://www.crunchbase.com/funding_round/mfoto-convertible-note--a3f6eadc,Mfoto,https://www.crunchbase.com/organization/mfoto,Convertible Note,,"Jan 13, 2017",,,No,2,1
Seed Round - Mfoto,https://www.crunchbase.com/funding_round/mfoto-seed--505ec008,Mfoto,https://www.crunchbase.com/organization/mfoto,Seed,,"Jan 13, 2017",Seed,,Yes,2,1
Convertible Note - Dollop Gourmet,https://www.crunchbase.com/funding_round/dollop-gourmet-convertible-note--1986e252,Dollop Gourmet,https://www.crunchbase.com/organization/dollop-gourmet,Convertible Note,,"Jan 12, 2017",,,No,2,1
Convertible Note - Wasteless,https://www.crunchbase.com/funding_round/wasteless-ltd-convertible-note--b2980724,Wasteless,https://www.crunchbase.com/organization/wasteless-ltd,Convertible Note,,"Jan 11, 2017",,,No,2,1
Convertible Note - FoodieTrip,https://www.crunchbase.com/funding_round/foodietrip-convertible-note--4ae30648,FoodieTrip,https://www.crunchbase.com/organization/foodietrip,Convertible Note,,"Jan 10, 2017",,,No,2,2
Seed Round - Elsa,https://www.crunchbase.com/funding_round/elsa-seed--f25770da,Elsa,https://www.crunchbase.com/organization/elsa,Seed,,"Jan 10, 2017",Seed,,Yes,3,1
Convertible Note - RISE Products,https://www.crunchbase.com/funding_round/rise-products-convertible-note--59d394d0,RISE Products,https://www.crunchbase.com/organization/rise-products,Convertible Note,,"Jan 10, 2017",,,No,2,1
Seed Round - Envairo,https://www.crunchbase.com/funding_round/envairo-seed--61e2fade,Envairo,https://www.crunchbase.com/organization/envairo,Seed,,"Jan 9, 2017",Seed,,Yes,2,1
Convertible Note - FruitCubed,https://www.crunchbase.com/funding_round/fruitcubed-convertible-note--1167b1dd,FruitCubed,https://www.crunchbase.com/organization/fruitcubed,Convertible Note,,"Jan 7, 2017",,,No,2,1
Convertible Note - Raybaby,https://www.crunchbase.com/funding_round/raybaby-convertible-note--900bb397,Raybaby,https://www.crunchbase.com/organization/raybaby,Convertible Note,,"Jan 4, 2017",,,No,3,2
Seed Round - ViDi,https://www.crunchbase.com/funding_round/vidi-seed--7f110e61,ViDi,https://www.crunchbase.com/organization/vidi,Seed,,"Jan 4, 2017",Seed,,Yes,2,1
"Seed Round - LotaData, Inc.",https://www.crunchbase.com/funding_round/lotadata--inc--seed--e59894c6,"LotaData, Inc.",https://www.crunchbase.com/organization/lotadata--inc-,Seed,,"Jan 4, 2017",Seed,,Yes,2,1
Convertible Note - bitHolla,https://www.crunchbase.com/funding_round/bitholla-convertible-note--8c73d10a,bitHolla,https://www.crunchbase.com/organization/bitholla,Convertible Note,,"Jan 1, 2017",,,No,2,1
Seed Round - bitHolla,https://www.crunchbase.com/funding_round/bitholla-seed--0c593068,bitHolla,https://www.crunchbase.com/organization/bitholla,Seed,,"Jan 1, 2017",Seed,,Yes,2,1
Convertible Note - Eristica,https://www.crunchbase.com/funding_round/eristica-convertible-note--a080a3d4,Eristica,https://www.crunchbase.com/organization/eristica,Convertible Note,,"Jan 1, 2017",,,No,1,
Seed Round - VoltStorage,https://www.crunchbase.com/funding_round/volt-storage-seed--95ba1b37,VoltStorage,https://www.crunchbase.com/organization/volt-storage,Seed,,"Dec 28, 2016",Seed,,Yes,2,2
Convertible Note - Giftpass,https://www.crunchbase.com/funding_round/giftpass-convertible-note--39f2d1ad,Giftpass,https://www.crunchbase.com/organization/giftpass,Convertible Note,,"Dec 28, 2016",,,No,2,1
Convertible Note - MotionSavvy,https://www.crunchbase.com/funding_round/motionsavvy-llc-convertible-note--7ce38914,MotionSavvy,https://www.crunchbase.com/organization/motionsavvy-llc,Convertible Note,,"Dec 28, 2016",,,No,1,1
Seed Round - Shaper,https://www.crunchbase.com/funding_round/shaper-seed--c760e7bb,Shaper,https://www.crunchbase.com/organization/shaper,Seed,"$13,300,000","Dec 25, 2016",Seed,,Yes,1,1
Convertible Note - Futurefleet,https://www.crunchbase.com/funding_round/futurefleet-convertible-note--8f4f05eb,Futurefleet,https://www.crunchbase.com/organization/futurefleet,Convertible Note,,"Dec 22, 2016",,,No,1,1
Convertible Note - Wowulous,https://www.crunchbase.com/funding_round/wowulous-convertible-note--f943d068,Wowulous,https://www.crunchbase.com/organization/wowulous,Convertible Note,,"Dec 12, 2016",,,No,2,1
Seed Round - OCheng,https://www.crunchbase.com/funding_round/ocheng-seed--9087b3b2,OCheng,https://www.crunchbase.com/organization/ocheng,Seed,,"Dec 8, 2016",Seed,,Yes,2,1
Seed Round - Wowulous,https://www.crunchbase.com/funding_round/wowulous-seed--d6d532a4,Wowulous,https://www.crunchbase.com/organization/wowulous,Seed,,"Dec 8, 2016",Seed,,Yes,2,1
Convertible Note - OCheng,https://www.crunchbase.com/funding_round/ocheng-convertible-note--b4d12d9f,OCheng,https://www.crunchbase.com/organization/ocheng,Convertible Note,,"Dec 8, 2016",,,No,2,1
Seed Round - Carbon Robotics,https://www.crunchbase.com/funding_round/katia-seed--0003c42b,Carbon Robotics,https://www.crunchbase.com/organization/katia,Seed,"$3,240,354","Dec 7, 2016",Seed,,Yes,1,1
Seed Round - Portier Technologies,https://www.crunchbase.com/funding_round/portier-technologies-seed--17ff22b9,Portier Technologies,https://www.crunchbase.com/organization/portier-technologies,Seed,,"Dec 1, 2016",Seed,,Yes,2,
Convertible Note - GetO2,https://www.crunchbase.com/funding_round/geto2-convertible-note--b496b55e,GetO2,https://www.crunchbase.com/organization/geto2,Convertible Note,,"Dec 1, 2016",,,No,1,1
Convertible Note - Neo Network Development,https://www.crunchbase.com/funding_round/neo-network-development-convertible-note--057822f6,Neo Network Development,https://www.crunchbase.com/organization/neo-network-development,Convertible Note,,"Nov 29, 2016",,,No,1,1
Convertible Note - Speedy Packets,https://www.crunchbase.com/funding_round/speedy-packets-convertible-note--148ab57e,Speedy Packets,https://www.crunchbase.com/organization/speedy-packets,Convertible Note,,"Nov 25, 2016",,,No,1,1
Convertible Note - M5Stack,https://www.crunchbase.com/funding_round/m5stack-convertible-note--7ba1337f,M5Stack,https://www.crunchbase.com/organization/m5stack,Convertible Note,,"Nov 25, 2016",,,No,2,2
Series A - Particle,https://www.crunchbase.com/funding_round/particle-3-series-a--66a25723,Particle,https://www.crunchbase.com/organization/particle-3,Series A,"$10,400,000","Nov 17, 2016",Early Stage Venture,,Yes,8,4
Convertible Note - Flair,https://www.crunchbase.com/funding_round/flair-3-convertible-note--eec6a78e,Flair,https://www.crunchbase.com/organization/flair-3,Convertible Note,"$225,000","Nov 16, 2016",,,No,5,
Convertible Note - Circadia,https://www.crunchbase.com/funding_round/circadia-convertible-note--dc212b01,Circadia,https://www.crunchbase.com/organization/circadia,Convertible Note,,"Nov 16, 2016",,,No,2,2
Convertible Note - Hisens,https://www.crunchbase.com/funding_round/hisens-convertible-note--116c08d1,Hisens,https://www.crunchbase.com/organization/hisens,Convertible Note,,"Nov 16, 2016",,,No,2,2
Convertible Note - Mindset,https://www.crunchbase.com/funding_round/mindset-2-convertible-note--44445568,Mindset,https://www.crunchbase.com/organization/mindset-2,Convertible Note,,"Nov 15, 2016",,,No,1,2
Seed Round - Beetl Robotics,https://www.crunchbase.com/funding_round/beetl-robotics-seed--bef27632,Beetl Robotics,https://www.crunchbase.com/organization/beetl-robotics,Seed,,"Nov 14, 2016",Seed,,Yes,2,2
Convertible Note - Elephant Robotics,https://www.crunchbase.com/funding_round/elephant-robotics-convertible-note--6e68781c,Elephant Robotics,https://www.crunchbase.com/organization/elephant-robotics,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Criam,https://www.crunchbase.com/funding_round/criam-convertible-note--c3f52613,Criam,https://www.crunchbase.com/organization/criam,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Maetel,https://www.crunchbase.com/funding_round/maetel-convertible-note--bc613ac9,Maetel,https://www.crunchbase.com/organization/maetel,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Amper Technologies,https://www.crunchbase.com/funding_round/amper-technologies-convertible-note--a7055401,Amper Technologies,https://www.crunchbase.com/organization/amper-technologies,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Amber Agriculture,https://www.crunchbase.com/funding_round/amber-agriculture-convertible-note--ffa6824a,Amber Agriculture,https://www.crunchbase.com/organization/amber-agriculture,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Feel,https://www.crunchbase.com/funding_round/sentio-solutions-inc-convertible-note--ed4c7edf,Feel,https://www.crunchbase.com/organization/sentio-solutions-inc,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Frobot,https://www.crunchbase.com/funding_round/frobot-convertible-note--f00ab6e6,Frobot,https://www.crunchbase.com/organization/frobot,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - VITALI Wear,https://www.crunchbase.com/funding_round/ohm-gear-lab-convertible-note--c7b7e0fe,VITALI Wear,https://www.crunchbase.com/organization/ohm-gear-lab,Convertible Note,,"Nov 14, 2016",,,No,2,2
Convertible Note - Flash Robotics,https://www.crunchbase.com/funding_round/flash-robotics-convertible-note--dd9d2a02,Flash Robotics,https://www.crunchbase.com/organization/flash-robotics,Convertible Note,,"Nov 14, 2016",,,No,2,2
"Seed Round - KiLife Tech, Inc.",https://www.crunchbase.com/funding_round/kiband-seed--f96afc13,"KiLife Tech, Inc.",https://www.crunchbase.com/organization/kiband,Seed,,"Nov 11, 2016",Seed,,Yes,3,1
Convertible Note - Japet Medical Devices,https://www.crunchbase.com/funding_round/japet-medical-devices-convertible-note--f3bdc624,Japet Medical Devices,https://www.crunchbase.com/organization/japet-medical-devices,Convertible Note,,"Nov 9, 2016",,,No,2,2
Seed Round - SolidFace Technology,https://www.crunchbase.com/funding_round/solidface-technology-seed--5c994afc,SolidFace Technology,https://www.crunchbase.com/organization/solidface-technology,Seed,,"Nov 8, 2016",Seed,,Yes,2,1
Seed Round - Tongdao,https://www.crunchbase.com/funding_round/tongdao-seed--329a4bbf,Tongdao,https://www.crunchbase.com/organization/tongdao,Seed,,"Nov 7, 2016",Seed,,Yes,2,1
Convertible Note - Trendy Butler,https://www.crunchbase.com/funding_round/trendy-butler-convertible-note--84aa1bd0,Trendy Butler,https://www.crunchbase.com/organization/trendy-butler,Convertible Note,,"Nov 7, 2016",,,No,1,1
Seed Round - Jungla Inc.,https://www.crunchbase.com/funding_round/jungla-seed--b9027ec8,Jungla Inc.,https://www.crunchbase.com/organization/jungla,Seed,,"Nov 3, 2016",Seed,,Yes,2,1
Seed Round - Kindara,https://www.crunchbase.com/funding_round/kindara-seed--84d66ef4,Kindara,https://www.crunchbase.com/organization/kindara,Seed,,"Nov 3, 2016",Seed,,Yes,2,1
Convertible Note - NeoNan,https://www.crunchbase.com/funding_round/neonan-convertible-note--31f35d9d,NeoNan,https://www.crunchbase.com/organization/neonan,Convertible Note,,"Nov 2, 2016",,,No,2,1
Convertible Note - AnimalBiome,https://www.crunchbase.com/funding_round/animalbiome-convertible-note--a7a75bda,AnimalBiome,https://www.crunchbase.com/organization/animalbiome,Convertible Note,,"Nov 2, 2016",,,No,2,1
Convertible Note - Ravata Solutions,https://www.crunchbase.com/funding_round/ravata-solutions-convertible-note--3cd0263a,Ravata Solutions,https://www.crunchbase.com/organization/ravata-solutions,Convertible Note,"$150,000","Nov 2, 2016",,,No,2,1
Convertible Note - GEA Enzymes,https://www.crunchbase.com/funding_round/gea-enzymes-convertible-note--d8b21288,GEA Enzymes,https://www.crunchbase.com/organization/gea-enzymes,Convertible Note,"$150,000","Nov 2, 2016",,,No,2,1
Convertible Note - VenomYx,https://www.crunchbase.com/funding_round/venomyx-convertible-note--541618e4,VenomYx,https://www.crunchbase.com/organization/venomyx,Convertible Note,,"Nov 2, 2016",,,No,2,1
Convertible Note - Catalog Technologies,https://www.crunchbase.com/funding_round/catalog-technologies-convertible-note--143ba8ab,Catalog Technologies,https://www.crunchbase.com/organization/catalog-technologies,Convertible Note,,"Nov 2, 2016",,,No,2,1
Convertible Note - Scaled Biolabs,https://www.crunchbase.com/funding_round/scaled-biolabs-convertible-note--965e38ce,Scaled Biolabs,https://www.crunchbase.com/organization/scaled-biolabs,Convertible Note,,"Nov 2, 2016",,,No,2,1
Convertible Note - Mendel.ai,https://www.crunchbase.com/funding_round/mendel-health-convertible-note--c8d54dba,Mendel.ai,https://www.crunchbase.com/organization/mendel-health,Convertible Note,,"Nov 2, 2016",,,No,2,1
Convertible Note - A2A Pharmaceuticals,https://www.crunchbase.com/funding_round/a2a-pharmaceuticals-convertible-note--2982d9bd,A2A Pharmaceuticals,https://www.crunchbase.com/organization/a2a-pharmaceuticals,Convertible Note,,"Nov 2, 2016",,,No,2,1
Series C - Getaround,https://www.crunchbase.com/funding_round/getaround-series-c--3e954651,Getaround,https://www.crunchbase.com/organization/getaround,Series C,"$10,000,000","Oct 28, 2016",Late Stage Venture,,Yes,3,1
Convertible Note - SECOPE,https://www.crunchbase.com/funding_round/secope-convertible-note--dc70daa2,SECOPE,https://www.crunchbase.com/organization/secope,Convertible Note,,"Oct 28, 2016",,,No,2,2
Convertible Note - Neo Network Development,https://www.crunchbase.com/funding_round/neo-network-development-convertible-note--8dbe1cdd,Neo Network Development,https://www.crunchbase.com/organization/neo-network-development,Convertible Note,,"Oct 25, 2016",,,No,1,1
Convertible Note - VoltStorage,https://www.crunchbase.com/funding_round/volt-storage-convertible-note--b738781a,VoltStorage,https://www.crunchbase.com/organization/volt-storage,Convertible Note,,"Oct 24, 2016",,,No,2,2
Convertible Note - Veooz,https://www.crunchbase.com/funding_round/veooz-convertible-note--3bf63217,Veooz,https://www.crunchbase.com/organization/veooz,Convertible Note,,"Oct 19, 2016",,,No,2,
Convertible Note - NeuroQore,https://www.crunchbase.com/funding_round/neuroqore-convertible-note--07474865,NeuroQore,https://www.crunchbase.com/organization/neuroqore,Convertible Note,,"Oct 18, 2016",,,No,2,1
Convertible Note - ViaeX,https://www.crunchbase.com/funding_round/viaex-convertible-note--c8739165,ViaeX,https://www.crunchbase.com/organization/viaex,Convertible Note,,"Oct 18, 2016",,,No,2,1
Debt Financing - AnimalBiome,https://www.crunchbase.com/funding_round/animalbiome-debt-financing--a2da9ef3,AnimalBiome,https://www.crunchbase.com/organization/animalbiome,Debt Financing,"$150,000","Oct 18, 2016",,,No,1,1
Seed Round - Powerhouse Dynamics,https://www.crunchbase.com/funding_round/powerhouse-dynamics-seed--72d83dde,Powerhouse Dynamics,https://www.crunchbase.com/organization/powerhouse-dynamics,Seed,,"Oct 18, 2016",Seed,,Yes,1,1
Convertible Note - Bitome,https://www.crunchbase.com/funding_round/bitome-convertible-note--b39e4943,Bitome,https://www.crunchbase.com/organization/bitome,Convertible Note,,"Oct 17, 2016",,,No,2,2
Convertible Note - einFach,https://www.crunchbase.com/funding_round/einfach-convertible-note--47a0c1e0,einFach,https://www.crunchbase.com/organization/einfach,Convertible Note,,"Oct 17, 2016",,,No,2,1
Seed Round - Koala Safe,https://www.crunchbase.com/funding_round/koala-safe-seed--9996615e,Koala Safe,https://www.crunchbase.com/organization/koala-safe,Seed,,"Oct 17, 2016",Seed,,Yes,2,1
Venture Round - Bartesian,https://www.crunchbase.com/funding_round/bartesian-series-unknown--0ba508f1,Bartesian,https://www.crunchbase.com/organization/bartesian,Venture - Series Unknown,,"Oct 13, 2016",,,Yes,3,1
Seed Round - Sonirock,https://www.crunchbase.com/funding_round/sonirock-seed--61b2db20,Sonirock,https://www.crunchbase.com/organization/sonirock,Seed,,"Oct 13, 2016",Seed,,Yes,2,2
Seed Round - Ravata Solutions,https://www.crunchbase.com/funding_round/ravata-solutions-seed--0e045207,Ravata Solutions,https://www.crunchbase.com/organization/ravata-solutions,Seed,"$100,000","Oct 13, 2016",Seed,,Yes,2,1
Seed Round - Catalog Technologies,https://www.crunchbase.com/funding_round/catalog-technologies-seed--e687011a,Catalog Technologies,https://www.crunchbase.com/organization/catalog-technologies,Seed,,"Oct 11, 2016",Seed,,Yes,3,1
Seed Round - Raybaby,https://www.crunchbase.com/funding_round/raybaby-seed--5a83d2bf,Raybaby,https://www.crunchbase.com/organization/raybaby,Seed,"$100,000","Oct 6, 2016",Seed,,Yes,2,
Venture Round - Green Blender,https://www.crunchbase.com/funding_round/green-blender-series-unknown--57927142,Green Blender,https://www.crunchbase.com/organization/green-blender,Venture - Series Unknown,"$1,000,000","Oct 4, 2016",,,Yes,2,1
Seed Round - AnimalBiome,https://www.crunchbase.com/funding_round/animalbiome-seed--d322afa9,AnimalBiome,https://www.crunchbase.com/organization/animalbiome,Seed,"$50,000","Oct 4, 2016",Seed,,Yes,2,1
Convertible Note - SwapBots,https://www.crunchbase.com/funding_round/swapbots-convertible-note--0588436b,SwapBots,https://www.crunchbase.com/organization/swapbots,Convertible Note,,"Oct 3, 2016",,,No,2,1
Seed Round - iBaby Labs,https://www.crunchbase.com/funding_round/ibaby-labs-seed--f40ba08d,iBaby Labs,https://www.crunchbase.com/organization/ibaby-labs,Seed,,"Sep 30, 2016",Seed,,Yes,2,1
Seed Round - Plecobot,https://www.crunchbase.com/funding_round/plecobot-seed--7d7adf58,Plecobot,https://www.crunchbase.com/organization/plecobot,Seed,,"Sep 30, 2016",Seed,,Yes,2,2
Seed Round - migme,https://www.crunchbase.com/funding_round/mig-me-seed--5408a377,migme,https://www.crunchbase.com/organization/mig-me,Seed,,"Sep 30, 2016",Seed,,Yes,1,1
Seed Round - Vali Nanomedical,https://www.crunchbase.com/funding_round/vali-nanomedical-seed--b23de0cb,Vali Nanomedical,https://www.crunchbase.com/organization/vali-nanomedical,Seed,,"Sep 30, 2016",Seed,,Yes,2,1
Seed Round - Robolink,https://www.crunchbase.com/funding_round/robolink-seed--cdf060ea,Robolink,https://www.crunchbase.com/organization/robolink,Seed,,"Sep 29, 2016",Seed,,Yes,2,1
Seed Round - ViaeX,https://www.crunchbase.com/funding_round/viaex-seed--98a747d9,ViaeX,https://www.crunchbase.com/organization/viaex,Seed,,"Sep 28, 2016",Seed,,Yes,2,1
Seed Round - Feel,https://www.crunchbase.com/funding_round/sentio-solutions-inc-seed--cdf3e4e7,Feel,https://www.crunchbase.com/organization/sentio-solutions-inc,Seed,,"Sep 23, 2016",Seed,,Yes,2,2
Funding Round - GEA Enzymes,https://www.crunchbase.com/funding_round/gea-enzymes-undisclosed--7505c12e,GEA Enzymes,https://www.crunchbase.com/organization/gea-enzymes,Funding Round,"$50,000","Sep 23, 2016",,,Yes,2,1
Seed Round - A2A Pharmaceuticals,https://www.crunchbase.com/funding_round/a2a-pharmaceuticals-seed--5b8aed53,A2A Pharmaceuticals,https://www.crunchbase.com/organization/a2a-pharmaceuticals,Seed,,"Sep 21, 2016",Seed,,Yes,2,1
Seed Round - MyPRGenie,https://www.crunchbase.com/funding_round/myprgenie-seed--cf20333d,MyPRGenie,https://www.crunchbase.com/organization/myprgenie,Seed,,"Sep 21, 2016",Seed,,Yes,1,
Seed Round - Pure Cultures,https://www.crunchbase.com/funding_round/pure-cultures-seed--6be00de2,Pure Cultures,https://www.crunchbase.com/organization/pure-cultures,Seed,,"Sep 20, 2016",Seed,,Yes,2,1
Seed Round - VenomYx,https://www.crunchbase.com/funding_round/venomyx-seed--74a93c1b,VenomYx,https://www.crunchbase.com/organization/venomyx,Seed,,"Sep 13, 2016",Seed,,Yes,2,1
Seed Round - Circadia,https://www.crunchbase.com/funding_round/circadia-seed--0d75cddc,Circadia,https://www.crunchbase.com/organization/circadia,Seed,,"Sep 9, 2016",Seed,,Yes,2,2
Seed Round - Feel,https://www.crunchbase.com/funding_round/sentio-solutions-inc-seed--2d5cc112,Feel,https://www.crunchbase.com/organization/sentio-solutions-inc,Seed,,"Sep 9, 2016",Seed,,Yes,2,1
Seed Round - VITALI Wear,https://www.crunchbase.com/funding_round/ohm-gear-lab-seed--9533914e,VITALI Wear,https://www.crunchbase.com/organization/ohm-gear-lab,Seed,,"Sep 9, 2016",Seed,,Yes,2,2
